DATE	TIME_COL	SST
3/20/1925	NaN	11.7
3/21/1925	NaN	12.0
3/22/1925	NaN	NaN
3/23/1925	NaN	10.0
3/24/1925	NaN	10.6
3/25/1925	NaN	11.1
3/26/1925	NaN	10.6
3/27/1925	NaN	10.6
3/28/1925	NaN	10.0
3/29/1925	NaN	NaN
3/30/1925	NaN	10.0
3/31/1925	NaN	10.0
4/1/1925	NaN	10.6
4/2/1925	NaN	10.8
4/3/1925	NaN	11.7
4/4/1925	NaN	11.7
4/5/1925	NaN	NaN
4/6/1925	NaN	11.7
4/7/1925	NaN	11.7
4/8/1925	NaN	11.7
4/9/1925	NaN	12.0
4/10/1925	NaN	11.1
4/11/1925	NaN	12.2
4/12/1925	NaN	NaN
4/13/1925	NaN	12.2
4/14/1925	NaN	13.3
4/15/1925	NaN	13.3
4/16/1925	NaN	13.3
4/17/1925	NaN	13.3
4/18/1925	NaN	12.8
4/19/1925	NaN	NaN
4/20/1925	NaN	13.3
4/21/1925	NaN	12.2
4/22/1925	NaN	11.1
4/23/1925	NaN	11.7
4/24/1925	NaN	11.7
4/25/1925	NaN	12.8
4/26/1925	NaN	NaN
4/27/1925	NaN	11.7
4/28/1925	NaN	11.7
4/29/1925	NaN	10.6
4/30/1925	NaN	11.7
5/1/1925	NaN	11.1
5/2/1925	NaN	11.7
5/3/1925	NaN	NaN
5/4/1925	NaN	11.4
5/5/1925	NaN	12.2
5/6/1925	NaN	12.2
5/7/1925	NaN	11.1
5/8/1925	NaN	11.7
5/9/1925	NaN	11.1
5/10/1925	NaN	NaN
5/11/1925	NaN	11.7
5/12/1925	NaN	11.7
5/13/1925	NaN	10.0
5/14/1925	NaN	11.1
5/15/1925	NaN	12.2
5/16/1925	NaN	11.7
5/17/1925	NaN	NaN
5/18/1925	NaN	12.2
5/19/1925	NaN	12.8
5/20/1925	NaN	12.8
5/21/1925	NaN	12.8
5/22/1925	NaN	13.3
5/23/1925	NaN	13.1
5/24/1925	NaN	NaN
5/25/1925	NaN	13.3
5/26/1925	NaN	13.3
5/27/1925	NaN	13.3
5/28/1925	NaN	13.9
5/29/1925	NaN	13.9
5/30/1925	NaN	13.3
5/31/1925	NaN	NaN
6/1/1925	NaN	13.9
6/2/1925	NaN	13.9
6/3/1925	NaN	13.3
6/4/1925	NaN	13.3
6/5/1925	NaN	12.8
6/6/1925	NaN	12.8
6/7/1925	NaN	NaN
6/8/1925	NaN	12.8
6/9/1925	NaN	11.7
6/10/1925	NaN	10.6
6/11/1925	NaN	11.7
6/12/1925	NaN	12.2
6/13/1925	NaN	10.6
6/14/1925	NaN	NaN
6/15/1925	NaN	10.0
6/16/1925	NaN	11.1
6/17/1925	NaN	11.1
6/18/1925	NaN	10.8
6/19/1925	NaN	11.1
6/20/1925	NaN	11.1
6/21/1925	NaN	NaN
6/22/1925	NaN	11.1
6/23/1925	NaN	11.1
6/24/1925	NaN	12.8
6/25/1925	NaN	13.9
6/26/1925	NaN	13.3
6/27/1925	NaN	12.8
6/28/1925	NaN	NaN
6/29/1925	NaN	12.2
6/30/1925	NaN	11.7
7/1/1925	NaN	12.2
7/2/1925	NaN	12.2
7/3/1925	NaN	11.7
7/4/1925	NaN	12.2
7/5/1925	NaN	NaN
7/6/1925	NaN	15.0
7/7/1925	NaN	13.3
7/8/1925	NaN	13.9
7/9/1925	NaN	13.9
7/10/1925	NaN	13.9
7/11/1925	NaN	13.9
7/12/1925	NaN	NaN
7/13/1925	NaN	14.4
7/14/1925	NaN	13.9
7/15/1925	NaN	11.1
7/16/1925	NaN	11.7
7/17/1925	NaN	11.1
7/18/1925	NaN	13.6
7/19/1925	NaN	NaN
7/20/1925	NaN	12.8
7/21/1925	NaN	12.2
7/22/1925	NaN	12.8
7/23/1925	NaN	12.8
7/24/1925	NaN	12.8
7/25/1925	NaN	12.8
7/26/1925	NaN	NaN
7/27/1925	NaN	13.3
7/28/1925	NaN	13.3
7/29/1925	NaN	13.3
7/30/1925	NaN	13.3
7/31/1925	NaN	12.8
8/1/1925	NaN	12.8
8/2/1925	NaN	NaN
8/3/1925	NaN	12.8
8/4/1925	NaN	12.2
8/5/1925	NaN	11.7
8/6/1925	NaN	12.8
8/7/1925	NaN	12.2
8/8/1925	NaN	12.8
8/9/1925	NaN	NaN
8/10/1925	NaN	12.2
8/11/1925	NaN	12.8
8/12/1925	NaN	13.3
8/13/1925	NaN	13.3
8/14/1925	NaN	12.8
8/15/1925	NaN	13.9
8/16/1925	NaN	NaN
8/17/1925	NaN	13.3
8/18/1925	NaN	13.3
8/19/1925	NaN	13.9
8/20/1925	NaN	13.9
8/21/1925	NaN	14.4
8/22/1925	NaN	14.9
8/23/1925	NaN	NaN
8/24/1925	NaN	15.0
8/25/1925	NaN	15.0
8/26/1925	NaN	14.4
8/27/1925	NaN	14.7
8/28/1925	NaN	13.3
8/29/1925	NaN	13.9
8/30/1925	NaN	NaN
8/31/1925	NaN	12.2
9/1/1925	NaN	12.2
9/2/1925	NaN	12.2
9/3/1925	NaN	12.2
9/4/1925	NaN	13.3
9/5/1925	NaN	13.9
9/6/1925	NaN	NaN
9/7/1925	NaN	13.9
9/8/1925	NaN	14.4
9/9/1925	NaN	15.0
9/10/1925	NaN	15.0
9/11/1925	NaN	15.5
9/12/1925	NaN	15.5
9/13/1925	NaN	NaN
9/14/1925	NaN	14.4
9/15/1925	NaN	13.9
9/16/1925	NaN	15.0
9/17/1925	NaN	13.9
9/18/1925	NaN	13.3
9/19/1925	NaN	13.3
9/20/1925	NaN	NaN
9/21/1925	NaN	13.9
9/22/1925	NaN	13.9
9/23/1925	NaN	13.9
9/24/1925	NaN	13.3
9/25/1925	NaN	13.3
9/26/1925	NaN	12.8
9/27/1925	NaN	NaN
9/28/1925	NaN	15.0
9/29/1925	NaN	12.8
9/30/1925	NaN	13.3
10/1/1925	NaN	13.9
10/2/1925	NaN	13.3
10/3/1925	NaN	13.9
10/4/1925	NaN	NaN
10/5/1925	NaN	14.4
10/6/1925	NaN	13.3
10/7/1925	NaN	13.3
10/8/1925	NaN	14.4
10/9/1925	NaN	14.4
10/10/1925	NaN	14.4
10/11/1925	NaN	NaN
10/12/1925	NaN	12.2
10/13/1925	NaN	12.2
10/14/1925	NaN	13.3
10/15/1925	NaN	12.8
10/16/1925	NaN	12.8
10/17/1925	NaN	13.3
10/18/1925	NaN	NaN
10/19/1925	NaN	13.3
10/20/1925	NaN	12.8
10/21/1925	NaN	12.8
10/22/1925	NaN	13.3
10/23/1925	NaN	13.9
10/24/1925	NaN	13.3
10/25/1925	NaN	NaN
10/26/1925	NaN	13.3
10/27/1925	NaN	14.4
10/28/1925	NaN	14.4
10/29/1925	NaN	13.3
10/30/1925	NaN	13.3
10/31/1925	NaN	13.9
11/1/1925	NaN	NaN
11/2/1925	NaN	13.3
11/3/1925	NaN	13.3
11/4/1925	NaN	13.3
11/5/1925	NaN	12.2
11/6/1925	NaN	12.2
11/7/1925	NaN	12.2
11/8/1925	NaN	NaN
11/9/1925	NaN	12.2
11/10/1925	NaN	12.2
11/11/1925	NaN	12.8
11/12/1925	NaN	13.9
11/13/1925	NaN	12.8
11/14/1925	NaN	12.2
11/15/1925	NaN	NaN
11/16/1925	NaN	11.1
11/17/1925	NaN	12.2
11/18/1925	NaN	11.1
11/19/1925	NaN	11.1
11/20/1925	NaN	11.1
11/21/1925	NaN	11.7
11/22/1925	NaN	NaN
11/23/1925	NaN	12.2
11/24/1925	NaN	12.5
11/25/1925	NaN	12.2
11/26/1925	NaN	12.2
11/27/1925	NaN	11.7
11/28/1925	NaN	11.7
11/29/1925	NaN	NaN
11/30/1925	NaN	12.8
12/1/1925	NaN	12.8
12/2/1925	NaN	11.7
12/3/1925	NaN	12.2
12/4/1925	NaN	12.2
12/5/1925	NaN	11.7
12/6/1925	NaN	NaN
12/7/1925	NaN	12.0
12/8/1925	NaN	12.2
12/9/1925	NaN	12.8
12/10/1925	NaN	12.8
12/11/1925	NaN	12.8
12/12/1925	NaN	12.8
12/13/1925	NaN	NaN
12/14/1925	NaN	11.7
12/15/1925	NaN	11.1
12/16/1925	NaN	11.1
12/17/1925	NaN	12.2
12/18/1925	NaN	12.2
12/19/1925	NaN	12.2
12/20/1925	NaN	NaN
12/21/1925	NaN	12.2
12/22/1925	NaN	12.2
12/23/1925	NaN	12.2
12/24/1925	NaN	11.7
12/25/1925	NaN	11.7
12/26/1925	NaN	12.2
12/27/1925	NaN	NaN
12/28/1925	NaN	12.8
12/29/1925	NaN	12.2
12/30/1925	NaN	12.2
12/31/1925	NaN	12.2
1/1/1926	NaN	12.8
1/2/1926	NaN	12.8
1/3/1926	NaN	NaN
1/4/1926	NaN	12.2
1/5/1926	NaN	12.2
1/6/1926	NaN	12.2
1/7/1926	NaN	11.7
1/8/1926	NaN	11.4
1/9/1926	NaN	12.8
1/10/1926	NaN	NaN
1/11/1926	NaN	12.2
1/12/1926	NaN	12.2
1/13/1926	NaN	12.8
1/14/1926	NaN	12.8
1/15/1926	NaN	12.8
1/16/1926	NaN	12.2
1/17/1926	NaN	NaN
1/18/1926	NaN	12.2
1/19/1926	NaN	12.2
1/20/1926	NaN	12.2
1/21/1926	NaN	12.0
1/22/1926	NaN	12.2
1/23/1926	NaN	12.2
1/24/1926	NaN	NaN
1/25/1926	NaN	11.7
1/26/1926	NaN	12.2
1/27/1926	NaN	11.7
1/28/1926	NaN	12.2
1/29/1926	NaN	12.2
1/30/1926	NaN	12.8
1/31/1926	NaN	NaN
2/1/1926	NaN	12.2
2/2/1926	NaN	12.8
2/3/1926	NaN	12.8
2/4/1926	NaN	13.3
2/5/1926	NaN	13.3
2/6/1926	NaN	13.3
2/7/1926	NaN	NaN
2/8/1926	NaN	12.8
2/9/1926	NaN	13.3
2/10/1926	NaN	13.3
2/11/1926	NaN	12.8
2/12/1926	NaN	12.2
2/13/1926	NaN	12.5
2/14/1926	NaN	NaN
2/15/1926	NaN	12.2
2/16/1926	NaN	11.7
2/17/1926	NaN	11.7
2/18/1926	NaN	11.7
2/19/1926	NaN	12.2
2/20/1926	NaN	12.2
2/21/1926	NaN	NaN
2/22/1926	NaN	NaN
2/23/1926	NaN	NaN
2/24/1926	NaN	NaN
2/25/1926	NaN	NaN
2/26/1926	NaN	NaN
2/27/1926	NaN	NaN
2/28/1926	NaN	NaN
3/1/1926	NaN	NaN
3/2/1926	NaN	NaN
3/3/1926	NaN	NaN
3/4/1926	NaN	NaN
3/5/1926	NaN	NaN
3/6/1926	NaN	NaN
3/7/1926	NaN	NaN
3/8/1926	NaN	NaN
3/9/1926	NaN	NaN
3/10/1926	NaN	NaN
3/11/1926	NaN	NaN
3/12/1926	NaN	NaN
3/13/1926	NaN	NaN
3/14/1926	NaN	NaN
3/15/1926	NaN	NaN
3/16/1926	NaN	NaN
3/17/1926	NaN	NaN
3/18/1926	NaN	NaN
3/19/1926	NaN	NaN
3/20/1926	NaN	NaN
3/21/1926	NaN	NaN
3/22/1926	NaN	13.3
3/23/1926	NaN	13.3
3/24/1926	NaN	12.8
3/25/1926	NaN	12.2
3/26/1926	NaN	12.8
3/27/1926	NaN	12.8
3/28/1926	NaN	NaN
3/29/1926	NaN	12.8
3/30/1926	NaN	13.3
3/31/1926	NaN	12.8
4/1/1926	NaN	13.3
4/2/1926	NaN	13.3
4/3/1926	NaN	13.3
4/4/1926	NaN	NaN
4/5/1926	NaN	13.6
4/6/1926	NaN	13.3
4/7/1926	NaN	13.3
4/8/1926	NaN	12.8
4/9/1926	NaN	13.9
4/10/1926	NaN	13.9
4/11/1926	NaN	NaN
4/12/1926	NaN	13.6
4/13/1926	NaN	14.4
4/14/1926	NaN	14.4
4/15/1926	NaN	13.9
4/16/1926	NaN	14.4
4/17/1926	NaN	14.4
4/18/1926	NaN	NaN
4/19/1926	NaN	13.9
4/20/1926	NaN	14.4
4/21/1926	NaN	14.4
4/22/1926	NaN	14.4
4/23/1926	NaN	13.9
4/24/1926	NaN	14.4
4/25/1926	NaN	NaN
4/26/1926	NaN	14.4
4/27/1926	NaN	14.4
4/28/1926	NaN	15.0
4/29/1926	NaN	14.4
4/30/1926	NaN	14.4
5/1/1926	NaN	14.4
5/2/1926	NaN	NaN
5/3/1926	NaN	14.4
5/4/1926	NaN	15.0
5/5/1926	NaN	14.4
5/6/1926	NaN	12.8
5/7/1926	NaN	12.8
5/8/1926	NaN	12.5
5/9/1926	NaN	NaN
5/10/1926	NaN	12.2
5/11/1926	NaN	12.8
5/12/1926	NaN	13.9
5/13/1926	NaN	14.4
5/14/1926	NaN	13.9
5/15/1926	NaN	12.2
5/16/1926	NaN	NaN
5/17/1926	NaN	12.2
5/18/1926	NaN	12.2
5/19/1926	NaN	12.5
5/20/1926	NaN	12.8
5/21/1926	NaN	14.4
5/22/1926	NaN	14.4
5/23/1926	NaN	NaN
5/24/1926	NaN	12.0
5/25/1926	NaN	11.7
5/26/1926	NaN	12.2
5/27/1926	NaN	12.0
5/28/1926	NaN	11.7
5/29/1926	NaN	12.8
5/30/1926	NaN	NaN
5/31/1926	NaN	11.7
6/1/1926	NaN	11.7
6/2/1926	NaN	11.7
6/3/1926	NaN	11.1
6/4/1926	NaN	11.1
6/5/1926	NaN	11.1
6/6/1926	NaN	NaN
6/7/1926	NaN	11.7
6/8/1926	NaN	12.8
6/9/1926	NaN	12.8
6/10/1926	NaN	12.8
6/11/1926	NaN	12.2
6/12/1926	NaN	12.8
6/13/1926	NaN	NaN
6/14/1926	NaN	12.2
6/15/1926	NaN	12.8
6/16/1926	NaN	12.8
6/17/1926	NaN	12.2
6/18/1926	NaN	11.7
6/19/1926	NaN	12.2
6/20/1926	NaN	NaN
6/21/1926	NaN	12.2
6/22/1926	NaN	12.8
6/23/1926	NaN	12.2
6/24/1926	NaN	11.7
6/25/1926	NaN	12.0
6/26/1926	NaN	12.2
6/27/1926	NaN	NaN
6/28/1926	NaN	13.3
6/29/1926	NaN	12.2
6/30/1926	NaN	11.7
7/1/1926	NaN	11.7
7/2/1926	NaN	11.1
7/3/1926	NaN	11.1
7/4/1926	NaN	NaN
7/5/1926	NaN	12.2
7/6/1926	NaN	11.7
7/7/1926	NaN	11.1
7/8/1926	NaN	11.7
7/9/1926	NaN	11.7
7/10/1926	NaN	12.8
7/11/1926	NaN	NaN
7/12/1926	NaN	12.8
7/13/1926	NaN	12.8
7/14/1926	NaN	12.8
7/15/1926	NaN	12.2
7/16/1926	NaN	12.8
7/17/1926	NaN	12.2
7/18/1926	NaN	NaN
7/19/1926	NaN	12.8
7/20/1926	NaN	12.8
7/21/1926	NaN	13.3
7/22/1926	NaN	13.3
7/23/1926	NaN	12.8
7/24/1926	NaN	13.3
7/25/1926	NaN	NaN
7/26/1926	NaN	12.8
7/27/1926	NaN	12.2
7/28/1926	NaN	12.0
7/29/1926	NaN	11.1
7/30/1926	NaN	11.7
7/31/1926	NaN	11.7
8/1/1926	NaN	NaN
8/2/1926	NaN	10.6
8/3/1926	NaN	10.6
8/4/1926	NaN	11.7
8/5/1926	NaN	12.2
8/6/1926	NaN	12.2
8/7/1926	NaN	11.7
8/8/1926	NaN	NaN
8/9/1926	NaN	12.2
8/10/1926	NaN	11.7
8/11/1926	NaN	12.2
8/12/1926	NaN	11.7
8/13/1926	NaN	12.2
8/14/1926	NaN	12.2
8/15/1926	NaN	NaN
8/16/1926	NaN	12.8
8/17/1926	NaN	12.8
8/18/1926	NaN	12.8
8/19/1926	NaN	12.8
8/20/1926	NaN	12.2
8/21/1926	NaN	12.2
8/22/1926	NaN	NaN
8/23/1926	NaN	11.7
8/24/1926	NaN	12.2
8/25/1926	NaN	11.7
8/26/1926	NaN	12.2
8/27/1926	NaN	11.1
8/28/1926	NaN	12.2
8/29/1926	NaN	NaN
8/30/1926	NaN	11.7
8/31/1926	NaN	11.7
9/1/1926	NaN	12.2
9/2/1926	NaN	12.2
9/3/1926	NaN	12.0
9/4/1926	NaN	12.8
9/5/1926	NaN	NaN
9/6/1926	NaN	13.3
9/7/1926	NaN	13.3
9/8/1926	NaN	13.3
9/9/1926	NaN	12.8
9/10/1926	NaN	13.9
9/11/1926	NaN	13.9
9/12/1926	NaN	NaN
9/13/1926	NaN	13.3
9/14/1926	NaN	12.8
9/15/1926	NaN	13.3
9/16/1926	NaN	13.3
9/17/1926	NaN	13.3
9/18/1926	NaN	13.3
9/19/1926	NaN	NaN
9/20/1926	NaN	12.8
9/21/1926	NaN	12.8
9/22/1926	NaN	12.8
9/23/1926	NaN	13.3
9/24/1926	NaN	13.3
9/25/1926	NaN	12.2
9/26/1926	NaN	NaN
9/27/1926	NaN	11.7
9/28/1926	NaN	11.7
9/29/1926	NaN	12.2
9/30/1926	NaN	11.7
10/1/1926	NaN	12.2
10/2/1926	NaN	11.7
10/3/1926	NaN	NaN
10/4/1926	NaN	12.0
10/5/1926	NaN	11.7
10/6/1926	NaN	11.7
10/7/1926	NaN	12.2
10/8/1926	NaN	12.2
10/9/1926	NaN	11.4
10/10/1926	NaN	NaN
10/11/1926	NaN	12.2
10/12/1926	NaN	12.8
10/13/1926	NaN	12.8
10/14/1926	NaN	12.8
10/15/1926	NaN	13.3
10/16/1926	NaN	12.2
10/17/1926	NaN	NaN
10/18/1926	NaN	12.2
10/19/1926	NaN	12.8
10/20/1926	NaN	12.2
10/21/1926	NaN	12.8
10/22/1926	NaN	12.8
10/23/1926	NaN	13.3
10/24/1926	NaN	NaN
10/25/1926	NaN	12.8
10/26/1926	NaN	12.8
10/27/1926	NaN	11.7
10/28/1926	NaN	12.2
10/29/1926	NaN	12.2
10/30/1926	NaN	12.2
10/31/1926	NaN	NaN
11/1/1926	NaN	12.2
11/2/1926	NaN	12.2
11/3/1926	NaN	11.7
11/4/1926	NaN	12.2
11/5/1926	NaN	12.2
11/6/1926	NaN	11.7
11/7/1926	NaN	NaN
11/8/1926	NaN	11.7
11/9/1926	NaN	12.2
11/10/1926	NaN	12.0
11/11/1926	NaN	12.8
11/12/1926	NaN	12.8
11/13/1926	NaN	12.8
11/14/1926	NaN	NaN
11/15/1926	NaN	12.5
11/16/1926	NaN	12.2
11/17/1926	NaN	12.2
11/18/1926	NaN	12.2
11/19/1926	NaN	12.8
11/20/1926	NaN	12.2
11/21/1926	NaN	NaN
11/22/1926	NaN	13.3
11/23/1926	NaN	12.8
11/24/1926	NaN	13.9
11/25/1926	NaN	13.9
11/26/1926	NaN	13.3
11/27/1926	NaN	13.3
11/28/1926	NaN	NaN
11/29/1926	NaN	13.3
11/30/1926	NaN	13.3
12/1/1926	NaN	13.3
12/2/1926	NaN	12.8
12/3/1926	NaN	13.3
12/4/1926	NaN	13.3
12/5/1926	NaN	NaN
12/6/1926	NaN	13.3
12/7/1926	NaN	13.3
12/8/1926	NaN	13.3
12/9/1926	NaN	11.7
12/10/1926	NaN	11.1
12/11/1926	NaN	11.7
12/12/1926	NaN	NaN
12/13/1926	NaN	11.7
12/14/1926	NaN	11.1
12/15/1926	NaN	10.6
12/16/1926	NaN	10.0
12/17/1926	NaN	11.1
12/18/1926	NaN	11.1
12/19/1926	NaN	NaN
12/20/1926	NaN	11.1
12/21/1926	NaN	10.6
12/22/1926	NaN	10.6
12/23/1926	NaN	10.6
12/24/1926	NaN	10.0
12/25/1926	NaN	10.6
12/26/1926	NaN	NaN
12/27/1926	NaN	10.0
12/28/1926	NaN	9.7
12/29/1926	NaN	10.0
12/30/1926	NaN	11.1
12/31/1926	NaN	10.6
1/1/1927	NaN	11.1
1/2/1927	NaN	NaN
1/3/1927	NaN	12.2
1/4/1927	NaN	11.7
1/5/1927	NaN	11.7
1/6/1927	NaN	11.7
1/7/1927	NaN	11.1
1/8/1927	NaN	11.7
1/9/1927	NaN	NaN
1/10/1927	NaN	11.1
1/11/1927	NaN	11.7
1/12/1927	NaN	11.1
1/13/1927	NaN	11.1
1/14/1927	NaN	11.7
1/15/1927	NaN	11.7
1/16/1927	NaN	11.7
1/17/1927	NaN	11.7
1/18/1927	NaN	12.2
1/19/1927	NaN	11.7
1/20/1927	NaN	11.1
1/21/1927	NaN	11.7
1/22/1927	NaN	11.1
1/23/1927	NaN	NaN
1/24/1927	NaN	10.6
1/25/1927	NaN	10.0
1/26/1927	NaN	11.1
1/27/1927	NaN	11.1
1/28/1927	NaN	11.7
1/29/1927	NaN	11.7
1/30/1927	NaN	NaN
1/31/1927	NaN	11.1
2/1/1927	NaN	11.7
2/2/1927	NaN	11.1
2/3/1927	NaN	11.7
2/4/1927	NaN	10.6
2/5/1927	NaN	10.6
2/6/1927	NaN	NaN
2/7/1927	NaN	11.1
2/8/1927	NaN	11.7
2/9/1927	NaN	11.7
2/10/1927	NaN	11.1
2/11/1927	NaN	11.1
2/12/1927	NaN	11.1
2/13/1927	NaN	NaN
2/14/1927	NaN	11.7
2/15/1927	NaN	11.1
2/16/1927	NaN	11.7
2/17/1927	NaN	12.0
2/18/1927	NaN	11.7
2/19/1927	NaN	11.7
2/20/1927	NaN	NaN
2/21/1927	NaN	12.2
2/22/1927	NaN	11.7
2/23/1927	NaN	12.2
2/24/1927	NaN	12.2
2/25/1927	NaN	12.2
2/26/1927	NaN	11.7
2/27/1927	NaN	NaN
2/28/1927	NaN	11.7
3/1/1927	NaN	11.7
3/2/1927	NaN	12.2
3/3/1927	NaN	11.7
3/4/1927	NaN	11.7
3/5/1927	NaN	12.2
3/6/1927	NaN	NaN
3/7/1927	NaN	11.7
3/8/1927	NaN	11.7
3/9/1927	NaN	11.1
3/10/1927	NaN	11.7
3/11/1927	NaN	11.1
3/12/1927	NaN	11.7
3/13/1927	NaN	NaN
3/14/1927	NaN	11.1
3/15/1927	NaN	11.1
3/16/1927	NaN	11.1
3/17/1927	NaN	11.1
3/18/1927	NaN	10.0
3/19/1927	NaN	11.1
3/20/1927	NaN	NaN
3/21/1927	NaN	11.1
3/22/1927	NaN	12.2
3/23/1927	NaN	11.1
3/24/1927	NaN	10.6
3/25/1927	NaN	10.6
3/26/1927	NaN	11.1
3/27/1927	NaN	NaN
3/28/1927	NaN	10.6
3/29/1927	NaN	10.6
3/30/1927	NaN	10.0
3/31/1927	NaN	10.6
4/1/1927	NaN	10.0
4/2/1927	NaN	11.1
4/3/1927	NaN	NaN
4/4/1927	NaN	10.6
4/5/1927	NaN	11.1
4/6/1927	NaN	11.7
4/7/1927	NaN	12.2
4/8/1927	NaN	10.6
4/9/1927	NaN	9.6
4/10/1927	NaN	NaN
4/11/1927	NaN	11.7
4/12/1927	NaN	11.4
4/13/1927	NaN	12.2
4/14/1927	NaN	12.2
4/15/1927	NaN	11.7
4/16/1927	NaN	10.6
4/17/1927	NaN	NaN
4/18/1927	NaN	11.7
4/19/1927	NaN	11.1
4/20/1927	NaN	11.7
4/21/1927	NaN	11.7
4/22/1927	NaN	11.7
4/23/1927	NaN	12.2
4/24/1927	NaN	NaN
4/25/1927	NaN	12.2
4/26/1927	NaN	11.7
4/27/1927	NaN	11.7
4/28/1927	NaN	11.7
4/29/1927	NaN	11.7
4/30/1927	NaN	11.4
5/1/1927	NaN	NaN
5/2/1927	NaN	12.2
5/3/1927	NaN	12.2
5/4/1927	NaN	11.7
5/5/1927	NaN	12.8
5/6/1927	NaN	12.8
5/7/1927	NaN	12.2
5/8/1927	NaN	NaN
5/9/1927	NaN	11.4
5/10/1927	NaN	12.0
5/11/1927	NaN	11.4
5/12/1927	NaN	11.1
5/13/1927	NaN	11.4
5/14/1927	NaN	12.2
5/15/1927	NaN	NaN
5/16/1927	NaN	11.7
5/17/1927	NaN	11.4
5/18/1927	NaN	10.6
5/19/1927	NaN	11.1
5/20/1927	NaN	11.1
5/21/1927	NaN	11.7
5/22/1927	NaN	NaN
5/23/1927	NaN	11.7
5/24/1927	NaN	11.7
5/25/1927	NaN	12.2
5/26/1927	NaN	11.1
5/27/1927	NaN	11.7
5/28/1927	NaN	10.6
5/29/1927	NaN	NaN
5/30/1927	NaN	10.6
5/31/1927	NaN	10.8
6/1/1927	NaN	11.1
6/2/1927	NaN	11.1
6/3/1927	NaN	11.1
6/4/1927	NaN	11.7
6/5/1927	NaN	NaN
6/6/1927	NaN	11.7
6/7/1927	NaN	11.1
6/8/1927	NaN	11.7
6/9/1927	NaN	12.8
6/10/1927	NaN	12.8
6/11/1927	NaN	12.2
6/12/1927	NaN	NaN
6/13/1927	NaN	12.2
6/14/1927	NaN	12.2
6/15/1927	NaN	12.2
6/16/1927	NaN	11.7
6/17/1927	NaN	12.8
6/18/1927	NaN	12.2
6/19/1927	NaN	NaN
6/20/1927	NaN	12.8
6/21/1927	NaN	12.2
6/22/1927	NaN	12.8
6/23/1927	NaN	12.8
6/24/1927	NaN	13.3
6/25/1927	NaN	13.3
6/26/1927	NaN	NaN
6/27/1927	NaN	12.5
6/28/1927	NaN	12.8
6/29/1927	NaN	11.7
6/30/1927	NaN	14.4
7/1/1927	NaN	13.9
7/2/1927	NaN	11.7
7/3/1927	NaN	NaN
7/4/1927	NaN	11.7
7/5/1927	NaN	12.8
7/6/1927	NaN	12.8
7/7/1927	NaN	13.3
7/8/1927	NaN	13.3
7/9/1927	NaN	12.2
7/10/1927	NaN	NaN
7/11/1927	NaN	13.3
7/12/1927	NaN	12.8
7/13/1927	NaN	13.3
7/14/1927	NaN	12.8
7/15/1927	NaN	13.3
7/16/1927	NaN	13.3
7/17/1927	NaN	NaN
7/18/1927	NaN	12.8
7/19/1927	NaN	12.8
7/20/1927	NaN	12.8
7/21/1927	NaN	13.3
7/22/1927	NaN	13.3
7/23/1927	NaN	12.8
7/24/1927	NaN	NaN
7/25/1927	NaN	13.3
7/26/1927	NaN	13.3
7/27/1927	NaN	13.9
7/28/1927	NaN	13.9
7/29/1927	NaN	13.9
7/30/1927	NaN	14.4
7/31/1927	NaN	NaN
8/1/1927	NaN	13.3
8/2/1927	NaN	13.3
8/3/1927	NaN	13.9
8/4/1927	NaN	13.3
8/5/1927	NaN	13.9
8/6/1927	NaN	12.8
8/7/1927	NaN	NaN
8/8/1927	NaN	12.8
8/9/1927	NaN	12.8
8/10/1927	NaN	12.8
8/11/1927	NaN	13.3
8/12/1927	NaN	12.8
8/13/1927	NaN	12.8
8/14/1927	NaN	NaN
8/15/1927	NaN	12.8
8/16/1927	NaN	13.3
8/17/1927	NaN	13.9
8/18/1927	NaN	13.9
8/19/1927	NaN	13.9
8/20/1927	NaN	13.9
8/21/1927	NaN	NaN
8/22/1927	NaN	13.3
8/23/1927	NaN	12.8
8/24/1927	NaN	12.2
8/25/1927	NaN	12.8
8/26/1927	NaN	13.9
8/27/1927	NaN	13.9
8/28/1927	NaN	NaN
8/29/1927	NaN	13.3
8/30/1927	NaN	13.3
8/31/1927	NaN	13.9
9/1/1927	NaN	13.9
9/2/1927	NaN	13.3
9/3/1927	NaN	13.9
9/4/1927	NaN	NaN
9/5/1927	NaN	13.9
9/6/1927	NaN	13.9
9/7/1927	NaN	12.8
9/8/1927	NaN	12.8
9/9/1927	NaN	13.3
9/10/1927	NaN	12.2
9/11/1927	NaN	NaN
9/12/1927	NaN	12.2
9/13/1927	NaN	12.0
9/14/1927	NaN	12.2
9/15/1927	NaN	12.0
9/16/1927	NaN	12.8
9/17/1927	NaN	13.9
9/18/1927	NaN	NaN
9/19/1927	NaN	13.3
9/20/1927	NaN	14.4
9/21/1927	NaN	13.3
9/22/1927	NaN	13.9
9/23/1927	NaN	13.3
9/24/1927	NaN	13.9
9/25/1927	NaN	NaN
9/26/1927	NaN	12.8
9/27/1927	NaN	12.8
9/28/1927	NaN	13.3
9/29/1927	NaN	13.3
9/30/1927	NaN	12.8
10/1/1927	NaN	12.2
10/2/1927	NaN	NaN
10/3/1927	NaN	11.7
10/4/1927	NaN	11.7
10/5/1927	NaN	11.1
10/6/1927	NaN	11.1
10/7/1927	NaN	10.6
